#Time frame = 0.0 ps; Number of reference = 113000 atoms; Number of chains = 235
#Atomic index    1.5*max_eigval    Number of unit vectors
68543     0.115     75
68544     0.099     72
68545     0.118     73
68546     0.155     70
68547     0.194     70
68548     0.198     69
68549     0.158     69
68550     0.136     73
68551     0.107     71
68552     0.070     73
68553     0.076     70
68554     0.095     68
68555     0.079     66
68556     0.074     66
68557     0.063     71
68558     0.047     67
68559     0.098     64
68560     0.122     67
68561     0.093     69
68562     0.122     69
68563     0.091     62
68564     0.094     65
68565     0.130     59
68566     0.133     58
68567     0.163     60
68568     0.179     66
68569     0.102     62
68570     0.122     65
68571     0.119     60
68572     0.108     59
68573     0.187     59
68574     0.149     62
68575     0.099     68
68576     0.116     66
68577     0.086     67
68578     0.086     70
68579     0.107     70
68580     0.104     64
68581     0.137     63
68582     0.129     68
68583     0.167     62
68584     0.173     68
68585     0.142     70
68586     0.126     69
68587     0.120     69
68588     0.101     72
68589     0.112     65
68590     0.084     69
68591     0.107     66
68592     0.104     61
68593     0.121     66
68594     0.125     69
68595     0.181     71
68596     0.211     63
68597     0.152     65
68598     0.146     74
68599     0.123     74
68600     0.218     61
68601     0.225     71
68602     0.236     67
68603     0.231     69
68604     0.240     64
68605     0.256     60
68606     0.176     69
68607     0.137     71
68608     0.163     64
68609     0.091     61
68610     0.126     62
68611     0.119     63
68612     0.118     64
68613     0.102     66
68614     0.144     64
68615     0.162     67
68616     0.165     65
68617     0.142     68
68618     0.212     64
68619     0.150     65
68620     0.142     65
68621     0.100     59
68622     0.108     67
68623     0.130     70
68624     0.139     67
68625     0.143     70
68626     0.086     74
68627     0.068     67
68628     0.044     71
68629     0.039     66
68630     0.061     68
68631     0.105     66
68632     0.112     67
68633     0.075     67
68634     0.087     64
68635     0.081     64
68636     0.103     62
68637     0.117     62
68638     0.121     63
68639     0.110     64
68640     0.099     70
68641     0.135     72
68642     0.127     71
68643     0.132     73
68644     0.152     70
68645     0.116     70
68646     0.130     65
68647     0.149     70
68648     0.177     66
68649     0.190     65
68650     0.235     66
68651     0.246     62
68652     0.274     63
68653     0.276     72
68654     0.267     67
68655     0.231     66
68656     0.217     71
68657     0.203     68
68658     0.192     65
68659     0.212     63
68660     0.175     61
68661     0.165     61
68662     0.135     66
68663     0.160     68
68664     0.145     69
68665     0.171     64
68666     0.119     67
68667     0.103     67
68668     0.086     67
68669     0.093     63
68670     0.095     64
68671     0.091     70
68672     0.105     63
68673     0.105     61
68674     0.136     65
68675     0.090     68
68676     0.082     73
68677     0.091     69
68678     0.104     72
68679     0.092     75
68680     0.083     73
68681     0.101     70
68682     0.071     78
68683     0.077     71
68684     0.063     68
68685     0.058     71
68686     0.088     75
68687     0.123     75
68688     0.169     73
68689     0.159     73
68690     0.171     71
68691     0.246     65
68692     0.220     71
68693     0.222     72
68694     0.258     68
68695     0.259     66
68696     0.204     67
68697     0.167     71
68698     0.166     68
68699     0.133     68
68700     0.148     66
68701     0.108     70
68702     0.134     66
68703     0.126     65
68704     0.089     72
68705     0.097     67
68706     0.110     70
68707     0.133     69
68708     0.181     69
68709     0.204     68
68710     0.164     65
68711     0.148     67
68712     0.178     63
68713     0.173     67
68714     0.159     68
68715     0.170     70
68716     0.189     68
68717     0.172     67
68718     0.199     64
68719     0.158     70
68720     0.151     62
68721     0.147     62
68722     0.148     66
68723     0.109     61
68724     0.133     63
68725     0.100     59
68726     0.088     60
68727     0.084     64
68728     0.092     65
68729     0.146     67
68730     0.118     66
68731     0.112     66
68732     0.109     68
68733     0.103     68
68734     0.098     72
68735     0.111     69
68736     0.115     70
68737     0.130     71
68738     0.151     66
68739     0.148     63
68740     0.092     65
68741     0.078     68
68742     0.074     68
68743     0.077     64
68744     0.111     67
68745     0.097     68
68746     0.119     69
68747     0.154     69
68748     0.169     61
68749     0.112     67
68750     0.131     72
68751     0.076     66
68752     0.075     66
68753     0.083     67
68754     0.135     64
68755     0.105     64
68756     0.112     66
68757     0.083     67
68758     0.124     61
68759     0.141     60
68760     0.137     65
68761     0.099     68
68762     0.138     69
68763     0.129     65
68764     0.102     69
68765     0.173     69
68766     0.135     71
68767     0.199     70
68768     0.165     68
68769     0.145     67
68770     0.108     71
68771     0.088     66
68772     0.070     70
68773     0.111     69
68774     0.085     74
68775     0.088     67
68776     0.082     65
68777     0.127     70
68778     0.134     71
68779     0.182     71
68780     0.158     65
68781     0.174     63
68782     0.175     73
68783     0.185     64
68784     0.159     68
68785     0.137     66
68786     0.124     57
68787     0.133     63
68788     0.101     64
68789     0.067     65
68790     0.093     63
68791     0.090     64
68792     0.121     67
68793     0.113     62
68794     0.132     62
68795     0.120     63
68796     0.118     58
68797     0.164     60
68798     0.147     57
68799     0.165     69
68800     0.127     67
68801     0.093     63
68802     0.144     62
68803     0.162     63
68804     0.154     63
68805     0.106     63
68806     0.105     69
68807     0.072     72
68808     0.082     74
68809     0.060     70
68810     0.071     73
68811     0.097     76
68812     0.129     69
68813     0.136     77
68814     0.136     76
68815     0.109     73
68816     0.132     69
68817     0.149     75
68818     0.126     74
68819     0.135     79
68820     0.107     78
68821     0.121     74
68822     0.058     78
68823     0.048     71
68824     0.045     70
68825     0.057     65
68826     0.085     69
68827     0.081     74
68828     0.128     72
68829     0.121     73
68830     0.087     71
68831     0.071     72
68832     0.123     75
68833     0.148     72
68834     0.139     74
68835     0.171     70
68836     0.241     67
68837     0.315     70
68838     0.358     72
68839     0.388     69
68840     0.353     72
68841     0.318     69
68842     0.261     65
68843     0.206     62
68844     0.187     68
68845     0.115     71
68846     0.149     71
68847     0.148     72
68848     0.126     68
68849     0.104     72
68850     0.112     70
68851     0.172     71
68852     0.179     73
68853     0.198     75
68854     0.217     75
68855     0.231     75
68856     0.216     69
68857     0.222     64
68858     0.188     68
68859     0.164     62
68860     0.139     67
68861     0.117     60
68862     0.084     58
68863     0.066     61
68864     0.103     64
68865     0.127     69
68866     0.124     73
68867     0.178     71
68868     0.191     69
68869     0.221     68
68870     0.244     73
68871     0.280     69
68872     0.288     72
68873     0.300     71
68874     0.305     73
68875     0.361     69
68876     0.367     67
68877     0.371     70
68878     0.349     72
68879     0.306     76
68880     0.272     76
68881     0.241     79
68882     0.223     76
68883     0.210     73
68884     0.220     73
68885     0.192     75
68886     0.203     72
68887     0.145     70
68888     0.142     75
68889     0.098     69
68890     0.084     67
68891     0.158     73
68892     0.128     70
68893     0.179     69
68894     0.162     69
68895     0.140     65
68896     0.152     60
68897     0.169     64
68898     0.179     66
68899     0.125     65
68900     0.112     72
68901     0.096     67
68902     0.141     64
68903     0.170     70
68904     0.183     65
68905     0.182     68
68906     0.165     72
68907     0.136     67
68908     0.129     73
68909     0.108     65
68910     0.123     64
68911     0.136     62
68912     0.128     67
68913     0.167     73
68914     0.167     77
68915     0.118     77
68916     0.123     72
68917     0.136     71
68918     0.154     73
68919     0.176     65
68920     0.167     63
68921     0.173     69
68922     0.127     65
68923     0.159     67
68924     0.150     60
68925     0.134     66
68926     0.123     62
68927     0.153     65
68928     0.096     64
68929     0.154     59
68930     0.147     62
68931     0.133     61
68932     0.128     66
68933     0.094     73
68934     0.123     70
68935     0.154     68
68936     0.193     66
68937     0.189     63
68938     0.193     60
68939     0.148     58
68940     0.103     62
68941     0.075     59
68942     0.131     64
68943     0.106     69
68944     0.101     64
68945     0.131     63
68946     0.135     54
68947     0.132     59
68948     0.159     58
68949     0.158     58
68950     0.168     64
68951     0.194     68
68952     0.201     68
68953     0.211     72
68954     0.182     66
68955     0.169     71
68956     0.142     66
68957     0.114     70
68958     0.129     66
68959     0.108     71
68960     0.103     69
68961     0.092     68
68962     0.087     64
68963     0.071     68
68964     0.094     72
68965     0.084     72
68966     0.090     70
68967     0.108     69
68968     0.082     67
68969     0.050     72
68970     0.063     72
68971     0.107     69
68972     0.137     66
68973     0.129     65
68974     0.128     67
68975     0.150     71
68976     0.173     64
68977     0.123     67
68978     0.137     68
68979     0.133     66
68980     0.161     66
68981     0.151     67
68982     0.187     64
68983     0.153     64
68984     0.123     69
68985     0.137     68
68986     0.116     70
68987     0.072     70
68988     0.088     59
68989     0.057     65
68990     0.082     68
68991     0.069     61
68992     0.083     67
68993     0.129     66
68994     0.123     66
68995     0.176     62
68996     0.150     64
68997     0.100     64
68998     0.112     60
68999     0.107     64
69000     0.139     67
69001     0.138     67
69002     0.138     67
69003     0.141     71
69004     0.179     67
69005     0.154     69
69006     0.141     74
69007     0.142     65
69008     0.118     65
69009     0.096     65
69010     0.096     64
69011     0.101     70
69012     0.124     61
69013     0.099     65
69014     0.078     69
69015     0.099     68
69016     0.095     70
69017     0.088     70
69018     0.094     76
69019     0.082     75
69020     0.066     70
69021     0.104     69
69022     0.122     69
69023     0.103     72
69024     0.081     66
69025     0.110     67
69026     0.142     67
69027     0.140     69
69028     0.155     62
69029     0.143     69
69030     0.119     74
69031     0.158     68
69032     0.135     69
69033     0.154     69
69034     0.144     65
69035     0.099     68
69036     0.093     73
69037     0.103     65
69038     0.114     65
69039     0.115     67
69040     0.150     67
69041     0.186     71
69042     0.173     65
69043     0.207     65
69044     0.205     65
69045     0.117     63
69046     0.152     66
69047     0.198     63
69048     0.231     66
69049     0.202     65
69050     0.160     69
69051     0.177     63
69052     0.213     63
69053     0.215     67
69054     0.217     73
69055     0.161     68
69056     0.174     65
69057     0.162     66
69058     0.167     65
69059     0.126     69
69060     0.127     65
69061     0.145     66
69062     0.098     67
69063     0.057     67
69064     0.053     68
69065     0.121     67
69066     0.112     63
69067     0.126     56
69068     0.147     56
69069     0.164     59
69070     0.114     59
69071     0.189     62
69072     0.174     66
69073     0.131     67
69074     0.152     65
69075     0.179     63
69076     0.178     72
69077     0.178     66
69078     0.167     66
69079     0.186     64
69080     0.163     66
69081     0.153     70
69082     0.128     72
69083     0.138     71
69084     0.166     69
69085     0.114     74
69086     0.159     70
69087     0.145     65
69088     0.158     62
69089     0.152     65
69090     0.125     69
69091     0.166     69
69092     0.172     73
69093     0.146     67
69094     0.131     66
69095     0.167     67
69096     0.158     70
69097     0.151     73
69098     0.194     66
69099     0.188     72
69100     0.177     68
69101     0.167     65
69102     0.198     68
69103     0.192     67
69104     0.155     69
69105     0.150     70
69106     0.133     73
69107     0.177     77
69108     0.155     73
69109     0.151     71
69110     0.114     72
69111     0.108     76
69112     0.139     71
69113     0.169     69
69114     0.104     74
69115     0.107     75
69116     0.151     72
69117     0.129     73
69118     0.131     80
69119     0.161     75
69120     0.146     76
69121     0.122     80
69122     0.131     76
69123     0.117     69
69124     0.105     73
69125     0.102     73
69126     0.131     75
69127     0.132     79
69128     0.110     74
69129     0.098     74
69130     0.118     73
69131     0.114     76
69132     0.143     75
69133     0.108     76
69134     0.178     80
69135     0.156     77
69136     0.125     77
69137     0.090     77
69138     0.097     72
69139     0.053     71
69140     0.094     73
69141     0.149     67
69142     0.121     66
69143     0.133     65
69144     0.165     63
69145     0.123     62
69146     0.142     61
69147     0.099     63
69148     0.095     63
69149     0.145     59
69150     0.144     66
69151     0.144     60
69152     0.151     64
69153     0.140     64
69154     0.149     65
69155     0.163     66
69156     0.164     63
69157     0.180     67
69158     0.178     68
69159     0.166     67
69160     0.145     67
69161     0.160     71
69162     0.142     73
69163     0.163     77
69164     0.166     71
69165     0.172     70
69166     0.189     68
69167     0.203     66
69168     0.182     64
69169     0.164     68
69170     0.148     59
69171     0.142     63
69172     0.130     62
69173     0.090     60
69174     0.115     64
69175     0.078     64
69176     0.154     60
69177     0.135     57
69178     0.117     59
69179     0.098     61
69180     0.090     64
69181     0.060     70
69182     0.091     62
69183     0.094     68
69184     0.075     65
69185     0.109     64
69186     0.146     62
69187     0.112     63
69188     0.098     71
69189     0.112     68
69190     0.113     66
69191     0.108     71
69192     0.146     62
69193     0.130     63
69194     0.134     65
69195     0.156     72
69196     0.137     69
69197     0.168     68
69198     0.202     63
69199     0.239     64
69200     0.094     66
69201     0.101     60
69202     0.047     64
69203     0.054     66
69204     0.059     66
69205     0.052     64
69206     0.075     69
69207     0.085     61
69208     0.085     59
69209     0.081     62
69210     0.112     59
69211     0.097     59
69212     0.095     58
69213     0.112     61
69214     0.086     65
69215     0.112     66
69216     0.144     68
69217     0.186     67
69218     0.144     71
69219     0.147     67
69220     0.172     65
69221     0.160     66
69222     0.173     66
69223     0.199     65
69224     0.156     66
69225     0.137     65
69226     0.167     64
69227     0.162     60
69228     0.173     56
69229     0.175     56
69230     0.180     56
69231     0.169     62
69232     0.141     59
69233     0.146     65
69234     0.105     68
69235     0.149     70
69236     0.119     68
69237     0.110     70
69238     0.141     67
69239     0.103     74
69240     0.092     70
69241     0.106     70
69242     0.113     68
69243     0.165     70
69244     0.122     67
69245     0.126     65
69246     0.134     71
69247     0.118     71
69248     0.117     67
69249     0.120     72
69250     0.123     71
69251     0.118     68
69252     0.127     69
69253     0.134     65
69254     0.098     64
69255     0.131     64
69256     0.120     61
69257     0.155     60
69258     0.166     58
69259     0.158     63
69260     0.175     68
69261     0.138     68
69262     0.146     64
69263     0.092     68
69264     0.071     64
69265     0.118     67
69266     0.112     69
69267     0.075     64
69268     0.044     66
69269     0.072     71
69270     0.081     64
69271     0.122     61
69272     0.105     62
69273     0.144     61
69274     0.163     63
69275     0.134     69
69276     0.135     67
69277     0.119     69
69278     0.099     69
69279     0.125     69
69280     0.145     69
69281     0.155     74
69282     0.155     73
69283     0.185     69
69284     0.195     71
69285     0.202     73
69286     0.231     72
69287     0.224     68
69288     0.173     72
69289     0.194     70
69290     0.144     76
69291     0.127     80
69292     0.102     74
69293     0.122     73
69294     0.107     73
69295     0.158     70
69296     0.176     71
69297     0.199     71
69298     0.197     69
69299     0.207     73
69300     0.249     74
69301     0.228     75
69302     0.200     70
69303     0.189     69
69304     0.206     67
69305     0.245     60
69306     0.274     58
69307     0.200     60
69308     0.200     62
69309     0.169     62
69310     0.153     58
69311     0.156     59
69312     0.134     64
69313     0.175     67
69314     0.170     64
69315     0.158     62
69316     0.180     66
69317     0.172     69
69318     0.180     68
69319     0.205     68
69320     0.202     68
69321     0.193     69
69322     0.174     66
69323     0.242     68
69324     0.190     66
69325     0.222     69
69326     0.235     63
69327     0.230     64
69328     0.157     67
69329     0.150     64
69330     0.161     68
69331     0.150     62
69332     0.158     61
69333     0.187     62
69334     0.182     67
69335     0.179     68
69336     0.233     63
69337     0.201     64
69338     0.271     69
69339     0.286     70
69340     0.275     70
69341     0.232     66
69342     0.267     66
69343     0.220     69
69344     0.208     67
69345     0.202     65
69346     0.183     64
69347     0.188     64
69348     0.175     65
69349     0.170     65
69350     0.167     63
69351     0.208     64
69352     0.232     69
69353     0.239     67
69354     0.205     64
69355     0.228     62
69356     0.177     63
69357     0.182     62
69358     0.183     61
69359     0.161     62
69360     0.136     59
69361     0.114     62
69362     0.137     61
69363     0.093     63
69364     0.148     66
69365     0.148     71
69366     0.208     64
69367     0.228     65
69368     0.255     65
69369     0.283     61
69370     0.269     63
69371     0.251     65
69372     0.230     68
69373     0.212     70
69374     0.247     68
69375     0.189     74
69376     0.163     74
69377     0.177     70
69378     0.149     73
69379     0.119     69
69380     0.074     77
69381     0.101     76
69382     0.134     66
69383     0.117     67
69384     0.161     71
69385     0.162     64
69386     0.148     69
69387     0.147     70
69388     0.157     70
69389     0.193     69
69390     0.191     75
69391     0.204     72
69392     0.153     70
69393     0.198     74
69394     0.180     70
69395     0.216     69
69396     0.192     79
69397     0.193     77
69398     0.198     77
69399     0.186     83
69400     0.201     79
69401     0.222     73
69402     0.216     72
69403     0.205     75
69404     0.260     74
69405     0.209     77
69406     0.196     75
69407     0.186     74
69408     0.173     72
69409     0.180     72
69410     0.187     75
69411     0.179     74
69412     0.208     78
69413     0.154     71
69414     0.135     70
69415     0.160     69
69416     0.129     76
69417     0.144     71
69418     0.187     67
69419     0.197     74
69420     0.170     75
69421     0.145     70
69422     0.133     76
69423     0.172     74
69424     0.147     71
69425     0.141     72
69426     0.074     66
69427     0.078     72
69428     0.114     79
69429     0.061     72
69430     0.090     72
69431     0.110     70
69432     0.148     67
69433     0.168     65
69434     0.175     68
69435     0.129     66
69436     0.153     68
69437     0.133     71
69438     0.139     63
69439     0.146     68
69440     0.151     62
69441     0.143     63
69442     0.092     64
69443     0.045     68
69444     0.120     71
69445     0.120     66
69446     0.123     62
69447     0.131     68
69448     0.177     67
69449     0.182     65
69450     0.197     64
69451     0.231     61
69452     0.238     61
69453     0.244     64
69454     0.205     68
69455     0.230     66
69456     0.227     66
69457     0.218     65
69458     0.231     60
69459     0.219     62
69460     0.225     64
69461     0.236     61
69462     0.241     64
69463     0.233     67
69464     0.223     68
69465     0.213     68
69466     0.243     67
69467     0.198     75
69468     0.181     68
69469     0.166     69
69470     0.144     66
69471     0.146     62
69472     0.190     68
69473     0.189     63
69474     0.175     59
69475     0.184     59
69476     0.213     60
69477     0.223     64
69478     0.249     61
69479     0.222     67
69480     0.135     65
69481     0.154     60
69482     0.125     61
69483     0.112     61
69484     0.164     60
69485     0.136     61
69486     0.153     70
69487     0.127     69
69488     0.120     72
69489     0.124     68
69490     0.120     67
69491     0.117     62
69492     0.116     60
69493     0.077     67
69494     0.090     61
69495     0.018     64
69496     0.081     65
69497     0.072     67
69498     0.099     67
69499     0.107     63
69500     0.063     59
69501     0.139     59
69502     0.136     61
69503     0.130     68
69504     0.132     59
69505     0.135     62
69506     0.172     62
69507     0.158     62
69508     0.168     61
69509     0.130     59
69510     0.134     64
69511     0.098     63
69512     0.120     65
69513     0.130     61
69514     0.119     58
69515     0.077     58
69516     0.115     64
69517     0.104     69
69518     0.075     67
69519     0.070     61
69520     0.034     65
69521     0.058     63
69522     0.065     67
69523     0.098     69
69524     0.120     71
69525     0.155     71
69526     0.184     71
69527     0.182     75
69528     0.076     70
69529     0.094     71
69530     0.073     64
69531     0.108     72
69532     0.063     67
69533     0.086     67
69534     0.114     69
69535     0.121     68
69536     0.143     67
69537     0.114     69
69538     0.153     70
69539     0.183     66
69540     0.178     68
69541     0.207     69
69542     0.248     70
69543     0.252     65
69544     0.244     71
69545     0.202     71
69546     0.179     69
69547     0.197     67
69548     0.191     63
69549     0.172     67
69550     0.174     66
69551     0.169     68
69552     0.134     61
69553     0.114     59
69554     0.130     64
69555     0.114     67
69556     0.139     63
69557     0.153     70
69558     0.089     66
69559     0.093     71
69560     0.112     73
69561     0.119     64
69562     0.064     70
69563     0.117     74
69564     0.087     66
69565     0.093     64
69566     0.085     67
69567     0.114     63
69568     0.168     63
69569     0.181     67
69570     0.161     66
69571     0.171     68
69572     0.134     67
69573     0.159     64
69574     0.139     60
69575     0.149     66
69576     0.137     70
69577     0.124     70
69578     0.146     67
69579     0.137     69
69580     0.110     69
69581     0.178     60
69582     0.193     66
69583     0.224     67
69584     0.270     67
69585     0.273     64
69586     0.242     64
69587     0.275     68
69588     0.274     67
69589     0.275     67
69590     0.271     74
69591     0.302     67
69592     0.296     68
69593     0.279     67
69594     0.286     70
69595     0.294     64
69596     0.247     70
69597     0.221     72
69598     0.154     71
69599     0.130     74
69600     0.195     68
69601     0.164     70
69602     0.145     75
69603     0.179     72
69604     0.205     72
69605     0.166     71
69606     0.174     69
69607     0.165     67
69608     0.141     73
69609     0.110     76
69610     0.117     72
69611     0.118     75
69612     0.088     79
69613     0.073     80
69614     0.108     77
69615     0.099     76
69616     0.094     74
69617     0.107     74
69618     0.083     68
69619     0.103     73
69620     0.090     76
69621     0.094     69
69622     0.082     77
69623     0.108     76
69624     0.111     74
69625     0.127     74
69626     0.083     75
69627     0.120     73
69628     0.124     69
69629     0.140     73
69630     0.157     72
69631     0.178     68
69632     0.175     74
69633     0.163     70
69634     0.169     73
69635     0.141     67
69636     0.133     67
69637     0.141     72
69638     0.151     66
69639     0.126     64
69640     0.123     65
69641     0.121     63
69642     0.166     67
69643     0.149     70
69644     0.124     77
69645     0.113     75
69646     0.093     74
69647     0.114     71
69648     0.161     69
69649     0.146     67
69650     0.132     66
69651     0.119     64
69652     0.092     62
69653     0.082     64
69654     0.057     68
69655     0.095     66
69656     0.124     66
69657     0.138     64
69658     0.169     57
69659     0.178     60
69660     0.111     62
69661     0.089     64
69662     0.109     64
69663     0.128     63
69664     0.121     68
69665     0.109     66
69666     0.121     68
69667     0.131     66
69668     0.159     68
69669     0.183     63
69670     0.187     68
69671     0.157     72
69672     0.167     71
69673     0.221     67
69674     0.212     65
69675     0.213     66
69676     0.189     64
69677     0.162     65
69678     0.183     67
69679     0.169     71
69680     0.142     67
69681     0.143     73
69682     0.164     71
69683     0.178     70
69684     0.135     63
69685     0.165     64
69686     0.215     58
69687     0.175     60
69688     0.206     65
69689     0.207     65
69690     0.201     56
69691     0.225     58
69692     0.223     60
69693     0.248     67
69694     0.196     64
69695     0.195     64
69696     0.191     68
69697     0.138     64
69698     0.131     68
69699     0.214     64
69700     0.166     59
69701     0.163     59
69702     0.121     70
69703     0.113     66
69704     0.093     67
69705     0.081     67
69706     0.057     68
69707     0.052     71
69708     0.089     69
69709     0.134     58
69710     0.164     60
69711     0.112     57
69712     0.116     64
69713     0.122     66
69714     0.134     66
69715     0.155     64
69716     0.136     59
69717     0.136     58
69718     0.124     64
69719     0.135     60
69720     0.157     60
69721     0.137     59
69722     0.121     58
69723     0.101     63
69724     0.045     63
69725     0.052     66
69726     0.034     70
69727     0.064     61
69728     0.054     62
69729     0.129     62
69730     0.152     66
69731     0.075     67
69732     0.115     68
69733     0.175     65
69734     0.159     65
69735     0.135     65
69736     0.125     63
69737     0.093     62
69738     0.110     66
69739     0.127     65
69740     0.097     69
69741     0.092     65
69742     0.128     69
69743     0.107     64
69744     0.087     69
69745     0.107     69
69746     0.085     67
69747     0.111     70
69748     0.110     63
69749     0.110     71
69750     0.068     69
69751     0.086     72
69752     0.065     70
69753     0.080     68
69754     0.068     70
69755     0.064     65
69756     0.060     68
69757     0.094     64
69758     0.059     71
69759     0.090     64
69760     0.078     62
69761     0.097     61
69762     0.113     59
69763     0.121     57
69764     0.112     59
69765     0.083     60
69766     0.104     60
69767     0.112     56
69768     0.157     54
69769     0.128     49
69770     0.152     49
69771     0.120     51
69772     0.121     58
69773     0.177     58
69774     0.126     59
69775     0.151     59
69776     0.207     54
69777     0.169     58
69778     0.195     55
69779     0.223     54
69780     0.231     58
69781     0.273     57
69782     0.263     63
69783     0.235     62
69784     0.244     63
69785     0.279     55
69786     0.269     61
69787     0.271     61
69788     0.251     63
69789     0.273     65
69790     0.218     66
69791     0.245     65
69792     0.235     66
69793     0.227     67
69794     0.205     70
69795     0.227     69
69796     0.181     71
69797     0.183     69
69798     0.218     69
69799     0.188     74
69800     0.134     62
69801     0.163     63
69802     0.165     67
69803     0.151     66
69804     0.122     65
69805     0.132     68
69806     0.125     72
69807     0.137     73
69808     0.157     71
69809     0.152     69
69810     0.119     68
69811     0.126     67
69812     0.094     71
69813     0.082     70
69814     0.081     68
69815     0.075     62
69816     0.080     72
69817     0.061     71
69818     0.074     74
69819     0.099     69
69820     0.059     68
69821     0.056     64
69822     0.020     63
69823     0.067     64
69824     0.078     68
69825     0.045     73
69826     0.022     70
69827     0.035     72
69828     0.050     68
69829     0.056     69
69830     0.060     69
69831     0.045     71
69832     0.056     77
69833     0.068     77
69834     0.077     74
69835     0.091     77
69836     0.097     70
69837     0.088     78
69838     0.109     68
69839     0.102     71
69840     0.069     68
69841     0.065     68
69842     0.107     69
69843     0.073     67
69844     0.069     73
69845     0.067     72
69846     0.067     69
69847     0.130     72
69848     0.098     67
69849     0.074     71
69850     0.098     69
69851     0.127     71
69852     0.087     73
69853     0.122     76
69854     0.135     76
69855     0.081     73
69856     0.116     79
69857     0.152     78
69858     0.154     75
69859     0.218     76
69860     0.204     76
69861     0.271     73
69862     0.232     71
69863     0.210     73
69864     0.197     64
69865     0.196     65
69866     0.182     65
69867     0.159     71
69868     0.144     74
69869     0.142     73
69870     0.127     72
69871     0.118     73
69872     0.132     71
69873     0.098     70
69874     0.130     70
69875     0.159     74
69876     0.159     73
69877     0.140     77
69878     0.172     70
69879     0.146     73
69880     0.198     71
69881     0.231     65
69882     0.199     69
69883     0.188     69
69884     0.173     68
69885     0.144     66
69886     0.152     67
69887     0.150     64
69888     0.132     65
69889     0.129     71
69890     0.124     70
69891     0.118     75
69892     0.132     70
69893     0.196     70
69894     0.176     72
69895     0.166     76
69896     0.137     71
69897     0.173     69
69898     0.141     64
69899     0.160     65
69900     0.152     63
69901     0.138     63
69902     0.103     66
69903     0.095     63
69904     0.109     67
69905     0.160     66
69906     0.185     68
69907     0.182     68
69908     0.162     73
69909     0.147     72
69910     0.143     75
69911     0.165     71
69912     0.159     68
69913     0.201     66
69914     0.196     70
69915     0.175     68
69916     0.183     69
69917     0.182     70
69918     0.200     70
69919     0.246     64
69920     0.233     65
69921     0.199     65
69922     0.180     63
69923     0.150     69
69924     0.166     66
69925     0.182     64
69926     0.182     68
69927     0.173     70
69928     0.132     74
69929     0.117     70
69930     0.173     66
69931     0.169     75
69932     0.164     76
69933     0.160     75
69934     0.150     81
69935     0.158     81
69936     0.165     80
69937     0.168     73
69938     0.217     76
69939     0.238     70
69940     0.168     67
69941     0.204     64
69942     0.153     65
69943     0.158     69
69944     0.174     70
69945     0.218     70
69946     0.193     70
69947     0.193     68
69948     0.162     77
69949     0.163     73
69950     0.168     72
69951     0.166     74
69952     0.129     69
69953     0.131     72
69954     0.113     73
69955     0.128     70
69956     0.143     70
69957     0.174     71
69958     0.172     73
69959     0.207     69
69960     0.213     70
69961     0.182     70
69962     0.169     72
69963     0.154     73
69964     0.145     68
69965     0.124     64
69966     0.078     60
69967     0.125     67
69968     0.151     64
69969     0.196     65
69970     0.149     67
69971     0.166     64
69972     0.124     66
69973     0.178     60
69974     0.164     65
69975     0.162     66
69976     0.141     60
69977     0.137     64
69978     0.162     65
69979     0.180     69
69980     0.198     65
69981     0.215     65
69982     0.206     60
69983     0.177     61
69984     0.138     68
69985     0.105     65
69986     0.083     70
69987     0.109     70
69988     0.139     70
69989     0.128     68
69990     0.147     68
69991     0.136     66
69992     0.130     63
69993     0.128     63
69994     0.149     62
69995     0.122     65
69996     0.169     73
69997     0.137     67
69998     0.136     67
69999     0.113     67
70000     0.098     71
70001     0.105     71
70002     0.097     69
70003     0.092     66
70004     0.145     65
70005     0.126     67
70006     0.146     66
70007     0.101     65
70008     0.118     68
70009     0.100     73
70010     0.133     69
70011     0.113     70
70012     0.122     71
70013     0.144     67
70014     0.201     71
70015     0.188     73
70016     0.157     70
70017     0.158     71
70018     0.081     77
70019     0.072     70
70020     0.082     75
70021     0.045     69
70022     0.056     71
70023     0.099     67
70024     0.053     67
70025     0.106     68
70026     0.152     65
70027     0.162     68
70028     0.193     74
70029     0.220     71
70030     0.262     67
70031     0.160     71
70032     0.176     69
70033     0.172     67
70034     0.175     68
70035     0.183     73
70036     0.168     72
70037     0.146     75
70038     0.128     71
70039     0.128     73
70040     0.146     70
70041     0.127     72
70042     0.116     74
70043     0.160     70
70044     0.134     69
70045     0.107     67
70046     0.101     73
70047     0.155     69
70048     0.159     69
70049     0.198     70
70050     0.167     65
70051     0.224     62
70052     0.208     57
70053     0.200     65
70054     0.250     66
70055     0.278     64
70056     0.311     68
70057     0.343     66
70058     0.354     67
70059     0.292     71
70060     0.322     66
70061     0.252     63
70062     0.209     61
70063     0.179     63
70064     0.182     68
70065     0.157     62
70066     0.165     72
70067     0.160     69
70068     0.168     66
70069     0.189     67
70070     0.197     60
70071     0.147     64
70072     0.173     62
70073     0.167     65
70074     0.177     64
70075     0.169     63
70076     0.149     62
70077     0.149     66
70078     0.149     62
70079     0.125     65
70080     0.099     67
70081     0.070     71
70082     0.095     70
70083     0.127     70
70084     0.081     65
70085     0.110     65
70086     0.066     66
70087     0.103     68
70088     0.091     63
70089     0.089     59
70090     0.099     63
