#Time frame = 0.0 ps; Number of reference = 113000 atoms; Number of chains = 235
#Atomic index    1.5*max_eigval    Number of unit vectors
87628     0.209     58
87629     0.214     58
87630     0.220     53
87631     0.154     51
87632     0.099     50
87633     0.087     52
87634     0.040     49
87635     0.050     50
87636     0.071     48
87637     0.102     48
87638     0.072     45
87639     0.134     46
87640     0.134     52
87641     0.054     49
87642     0.088     55
87643     0.115     52
87644     0.127     48
87645     0.134     53
87646     0.143     49
87647     0.158     49
87648     0.176     48
87649     0.090     47
87650     0.154     49
87651     0.173     45
87652     0.111     49
87653     0.090     52
87654     0.118     50
87655     0.145     48
87656     0.193     48
87657     0.163     51
87658     0.186     50
87659     0.247     54
87660     0.249     52
87661     0.184     54
87662     0.140     53
87663     0.187     49
87664     0.219     48
87665     0.175     49
87666     0.146     49
87667     0.174     50
87668     0.192     53
87669     0.136     52
87670     0.139     55
87671     0.159     45
87672     0.176     50
87673     0.195     54
87674     0.175     55
87675     0.194     54
87676     0.136     55
87677     0.126     55
87678     0.130     57
87679     0.132     62
87680     0.148     56
87681     0.159     58
87682     0.068     58
87683     0.098     58
87684     0.083     58
87685     0.083     53
87686     0.071     56
87687     0.104     56
87688     0.097     60
87689     0.077     60
87690     0.082     58
87691     0.098     62
87692     0.097     64
87693     0.115     57
87694     0.090     56
87695     0.132     55
87696     0.112     57
87697     0.086     54
87698     0.085     56
87699     0.097     57
87700     0.117     57
87701     0.123     59
87702     0.134     57
87703     0.136     61
87704     0.126     59
87705     0.099     59
87706     0.121     60
87707     0.118     63
87708     0.138     58
87709     0.081     61
87710     0.107     60
87711     0.158     62
87712     0.150     58
87713     0.163     60
87714     0.172     58
87715     0.183     57
87716     0.156     58
87717     0.153     56
87718     0.161     56
87719     0.172     52
87720     0.168     51
87721     0.133     56
87722     0.119     57
87723     0.111     55
87724     0.107     59
87725     0.082     54
87726     0.099     61
87727     0.166     56
87728     0.127     58
87729     0.132     59
87730     0.128     61
87731     0.184     56
87732     0.190     58
87733     0.198     55
87734     0.150     52
87735     0.179     54
87736     0.175     57
87737     0.159     64
87738     0.104     66
87739     0.069     66
87740     0.061     65
87741     0.102     57
87742     0.104     61
87743     0.122     62
87744     0.124     59
87745     0.136     65
87746     0.219     58
87747     0.187     58
87748     0.167     58
87749     0.197     63
87750     0.183     64
87751     0.137     56
87752     0.124     63
87753     0.117     62
87754     0.153     58
87755     0.120     58
87756     0.120     56
87757     0.072     59
87758     0.034     54
87759     0.089     49
87760     0.107     52
87761     0.070     58
87762     0.065     59
87763     0.097     53
87764     0.092     57
87765     0.056     60
87766     0.070     59
87767     0.065     62
87768     0.077     62
87769     0.120     61
87770     0.102     60
87771     0.134     55
87772     0.144     59
87773     0.227     58
87774     0.239     59
87775     0.257     60
87776     0.194     64
87777     0.247     62
87778     0.180     62
87779     0.237     60
87780     0.213     60
87781     0.202     53
87782     0.217     51
87783     0.146     48
87784     0.136     50
87785     0.167     51
87786     0.159     52
87787     0.177     57
87788     0.229     51
87789     0.217     54
87790     0.168     53
87791     0.154     50
87792     0.138     56
87793     0.127     56
87794     0.122     56
87795     0.104     59
87796     0.133     57
87797     0.119     61
87798     0.123     65
87799     0.143     63
87800     0.191     66
87801     0.158     62
87802     0.155     64
87803     0.204     62
87804     0.142     62
87805     0.093     59
87806     0.080     60
87807     0.107     59
87808     0.128     60
87809     0.125     60
87810     0.161     55
87811     0.162     56
87812     0.146     58
87813     0.139     53
87814     0.153     55
87815     0.092     60
87816     0.125     59
87817     0.133     62
87818     0.174     57
87819     0.096     57
87820     0.124     58
87821     0.107     59
87822     0.085     55
87823     0.117     58
87824     0.129     61
87825     0.121     60
87826     0.094     61
87827     0.102     61
87828     0.132     57
87829     0.124     59
87830     0.122     56
87831     0.116     53
87832     0.107     56
87833     0.108     54
87834     0.116     52
87835     0.141     49
87836     0.166     44
87837     0.185     51
87838     0.166     50
87839     0.172     52
87840     0.230     56
87841     0.185     62
87842     0.197     60
87843     0.162     62
87844     0.139     58
87845     0.136     57
87846     0.140     52
87847     0.108     56
87848     0.139     60
87849     0.104     55
87850     0.147     54
87851     0.165     52
87852     0.218     45
87853     0.266     41
87854     0.232     43
87855     0.254     43
87856     0.199     44
87857     0.179     47
87858     0.210     46
87859     0.156     44
87860     0.138     44
87861     0.132     36
87862     0.112     43
87863     0.087     45
87864     0.063     49
87865     0.086     48
87866     0.101     45
87867     0.094     46
87868     0.065     49
87869     0.085     49
87870     0.072     59
87871     0.102     55
87872     0.130     55
87873     0.077     59
87874     0.073     59
87875     0.065     59
87876     0.153     51
87877     0.161     49
87878     0.148     49
87879     0.150     48
87880     0.169     44
87881     0.155     43
87882     0.163     45
87883     0.128     42
87884     0.044     47
87885     0.053     49
87886     0.107     44
87887     0.163     46
87888     0.170     47
87889     0.186     52
87890     0.202     52
87891     0.160     54
87892     0.180     52
87893     0.159     56
87894     0.187     59
87895     0.161     58
87896     0.216     52
87897     0.192     54
87898     0.156     59
87899     0.168     57
87900     0.154     55
87901     0.121     52
87902     0.184     58
87903     0.180     65
87904     0.195     58
87905     0.173     56
87906     0.195     56
87907     0.172     52
87908     0.149     53
87909     0.174     59
87910     0.166     60
87911     0.138     58
87912     0.111     59
87913     0.118     66
87914     0.153     68
87915     0.191     70
87916     0.142     66
87917     0.170     61
87918     0.215     60
87919     0.226     59
87920     0.196     56
87921     0.194     57
87922     0.128     57
87923     0.178     53
87924     0.178     52
87925     0.225     50
87926     0.163     49
87927     0.153     48
87928     0.199     56
87929     0.232     51
87930     0.212     49
87931     0.183     50
87932     0.165     51
87933     0.216     47
87934     0.160     43
87935     0.150     46
87936     0.102     47
87937     0.070     50
87938     0.221     47
87939     0.254     45
87940     0.206     44
87941     0.262     35
87942     0.166     39
87943     0.226     36
87944     0.253     38
87945     0.249     40
87946     0.165     39
87947     0.148     40
87948     0.117     43
87949     0.088     43
87950     0.080     48
87951     0.090     50
87952     0.094     53
87953     0.140     54
87954     0.132     56
87955     0.156     53
87956     0.146     52
87957     0.102     51
87958     0.116     54
87959     0.101     52
87960     0.121     46
87961     0.112     49
87962     0.135     44
87963     0.118     43
87964     0.110     45
87965     0.127     40
87966     0.135     39
87967     0.183     37
87968     0.200     36
87969     0.214     43
87970     0.244     40
87971     0.318     40
87972     0.341     43
87973     0.378     41
87974     0.336     47
87975     0.294     48
87976     0.292     49
87977     0.282     51
87978     0.274     54
87979     0.239     53
87980     0.225     53
87981     0.214     55
87982     0.163     56
87983     0.157     55
87984     0.144     54
87985     0.108     56
87986     0.088     59
87987     0.096     53
87988     0.096     54
87989     0.080     53
87990     0.055     56
87991     0.107     54
87992     0.119     51
87993     0.144     51
87994     0.152     50
87995     0.134     53
87996     0.145     52
87997     0.132     53
87998     0.138     57
87999     0.119     56
88000     0.161     60
88001     0.178     63
88002     0.164     59
88003     0.177     57
88004     0.099     68
88005     0.087     63
88006     0.107     58
88007     0.077     59
88008     0.099     64
88009     0.079     61
88010     0.071     59
88011     0.082     52
88012     0.075     59
88013     0.103     52
88014     0.129     53
88015     0.141     54
88016     0.169     51
88017     0.192     46
88018     0.153     55
88019     0.149     49
88020     0.133     50
88021     0.129     44
88022     0.130     43
88023     0.133     42
88024     0.123     48
88025     0.131     46
88026     0.090     47
88027     0.110     52
88028     0.083     49
88029     0.148     51
88030     0.137     45
88031     0.135     49
88032     0.148     52
88033     0.157     52
88034     0.123     56
88035     0.135     58
88036     0.119     53
88037     0.107     53
88038     0.135     52
88039     0.130     51
88040     0.166     50
88041     0.147     52
88042     0.204     51
88043     0.135     53
88044     0.110     55
88045     0.150     54
88046     0.148     52
88047     0.171     44
88048     0.160     49
88049     0.135     46
88050     0.071     50
88051     0.054     48
88052     0.081     48
88053     0.068     48
88054     0.130     47
88055     0.104     47
88056     0.124     48
88057     0.174     47
88058     0.184     48
88059     0.234     46
88060     0.226     56
88061     0.206     57
88062     0.168     48
88063     0.157     51
88064     0.124     45
88065     0.101     49
88066     0.117     49
88067     0.087     57
88068     0.077     52
88069     0.107     56
88070     0.099     56
88071     0.122     56
88072     0.160     54
88073     0.204     49
88074     0.253     53
88075     0.180     52
88076     0.179     55
88077     0.181     57
88078     0.295     56
88079     0.260     60
88080     0.251     62
88081     0.275     59
88082     0.243     63
88083     0.271     63
88084     0.236     60
88085     0.192     58
88086     0.175     56
88087     0.142     60
88088     0.127     60
88089     0.063     53
88090     0.068     53
88091     0.136     52
88092     0.110     56
88093     0.133     59
88094     0.113     59
88095     0.086     56
88096     0.098     59
88097     0.079     59
88098     0.152     61
88099     0.164     60
88100     0.210     60
88101     0.240     59
88102     0.253     63
88103     0.282     60
88104     0.209     61
88105     0.203     61
88106     0.218     60
88107     0.214     62
88108     0.189     60
88109     0.187     55
88110     0.196     53
88111     0.175     52
88112     0.089     52
88113     0.085     54
88114     0.107     54
88115     0.101     53
88116     0.120     55
88117     0.183     57
88118     0.163     55
88119     0.182     57
88120     0.148     58
88121     0.138     58
88122     0.108     54
88123     0.114     56
88124     0.101     53
88125     0.097     52
88126     0.081     53
88127     0.069     55
88128     0.085     53
88129     0.084     49
88130     0.097     50
88131     0.110     49
88132     0.073     53
88133     0.079     48
88134     0.128     53
88135     0.105     54
88136     0.088     56
88137     0.086     55
88138     0.072     59
88139     0.084     57
88140     0.116     56
88141     0.119     56
88142     0.168     48
88143     0.167     51
88144     0.198     54
88145     0.105     51
88146     0.050     61
88147     0.071     59
88148     0.049     60
88149     0.048     57
88150     0.075     60
88151     0.054     57
88152     0.040     57
88153     0.047     56
88154     0.074     55
88155     0.044     57
88156     0.078     60
88157     0.090     60
88158     0.099     58
88159     0.111     55
88160     0.110     59
88161     0.072     56
88162     0.111     54
88163     0.057     52
88164     0.046     48
88165     0.060     49
88166     0.134     49
88167     0.085     55
88168     0.104     61
88169     0.135     57
88170     0.118     61
88171     0.099     65
88172     0.098     58
88173     0.137     57
88174     0.163     54
88175     0.090     60
88176     0.115     58
88177     0.129     61
88178     0.117     57
88179     0.090     61
88180     0.138     54
88181     0.086     54
88182     0.129     52
88183     0.094     55
88184     0.072     57
88185     0.056     55
88186     0.066     55
88187     0.081     57
88188     0.105     53
88189     0.133     54
88190     0.089     54
88191     0.132     56
88192     0.140     60
88193     0.131     55
88194     0.122     61
88195     0.121     59
88196     0.119     57
88197     0.089     61
88198     0.080     57
88199     0.120     55
88200     0.118     58
88201     0.146     62
88202     0.153     64
88203     0.188     62
88204     0.184     58
88205     0.199     59
88206     0.204     63
88207     0.221     64
88208     0.207     61
88209     0.213     64
88210     0.254     56
88211     0.235     60
88212     0.231     60
88213     0.174     61
88214     0.184     55
88215     0.161     59
88216     0.217     52
88217     0.204     60
88218     0.195     60
88219     0.207     57
88220     0.144     52
88221     0.177     56
88222     0.179     59
88223     0.172     52
88224     0.157     57
88225     0.174     58
88226     0.148     56
88227     0.123     50
88228     0.158     50
88229     0.173     47
88230     0.190     50
88231     0.229     54
88232     0.247     50
88233     0.242     54
88234     0.284     54
88235     0.248     55
88236     0.199     54
88237     0.161     52
88238     0.127     54
88239     0.124     54
88240     0.156     57
88241     0.115     57
88242     0.116     62
88243     0.117     60
88244     0.109     60
88245     0.109     59
88246     0.082     58
88247     0.096     56
88248     0.096     52
88249     0.099     57
88250     0.078     60
88251     0.097     63
88252     0.092     61
88253     0.084     62
88254     0.141     61
88255     0.158     59
88256     0.196     57
88257     0.241     56
88258     0.272     61
88259     0.287     61
88260     0.278     61
88261     0.292     56
88262     0.236     59
88263     0.189     64
88264     0.193     62
88265     0.217     61
88266     0.222     62
88267     0.237     52
88268     0.199     57
88269     0.190     59
88270     0.164     57
88271     0.241     57
88272     0.233     57
88273     0.146     57
88274     0.134     59
88275     0.171     59
88276     0.164     56
88277     0.154     54
88278     0.138     59
88279     0.142     65
88280     0.167     60
88281     0.150     57
88282     0.162     51
88283     0.175     53
88284     0.112     53
88285     0.091     54
88286     0.068     51
88287     0.172     52
88288     0.203     56
88289     0.257     54
88290     0.251     51
88291     0.189     51
88292     0.156     52
88293     0.227     50
88294     0.231     53
88295     0.231     56
88296     0.283     53
88297     0.288     54
88298     0.290     54
88299     0.282     56
88300     0.300     58
88301     0.324     53
88302     0.252     55
88303     0.222     51
88304     0.205     52
88305     0.196     58
88306     0.166     56
88307     0.157     52
88308     0.115     55
88309     0.109     60
88310     0.117     60
88311     0.173     53
88312     0.121     58
88313     0.092     58
88314     0.088     57
88315     0.104     59
88316     0.115     59
88317     0.167     63
88318     0.187     66
88319     0.170     69
88320     0.172     62
88321     0.121     62
88322     0.076     58
88323     0.052     57
88324     0.079     58
88325     0.087     63
88326     0.094     56
88327     0.100     55
88328     0.138     57
88329     0.140     59
88330     0.141     58
88331     0.217     56
88332     0.235     52
88333     0.273     48
88334     0.242     57
88335     0.249     55
88336     0.283     50
88337     0.285     54
88338     0.323     50
88339     0.335     50
88340     0.287     53
88341     0.270     56
88342     0.232     55
88343     0.222     51
88344     0.212     47
88345     0.223     49
88346     0.225     51
88347     0.180     53
88348     0.162     52
88349     0.126     56
88350     0.111     57
88351     0.128     60
88352     0.138     57
88353     0.077     56
88354     0.151     58
88355     0.154     61
88356     0.175     64
88357     0.216     63
88358     0.237     54
88359     0.231     60
88360     0.235     58
88361     0.318     58
88362     0.295     56
88363     0.316     55
88364     0.215     59
88365     0.172     55
88366     0.232     56
88367     0.195     54
88368     0.217     59
88369     0.244     54
88370     0.261     50
88371     0.216     55
88372     0.178     57
88373     0.197     61
88374     0.186     58
88375     0.152     54
88376     0.143     57
88377     0.159     53
88378     0.173     55
88379     0.162     53
88380     0.189     52
88381     0.154     57
88382     0.152     57
88383     0.128     56
88384     0.116     51
88385     0.140     51
88386     0.161     50
88387     0.116     55
88388     0.121     53
88389     0.097     52
88390     0.094     57
88391     0.118     54
88392     0.151     62
88393     0.118     65
88394     0.156     62
88395     0.124     66
88396     0.121     68
88397     0.104     68
88398     0.109     64
88399     0.102     61
88400     0.188     66
88401     0.195     66
88402     0.213     60
88403     0.227     65
88404     0.199     65
88405     0.214     56
88406     0.185     51
88407     0.176     51
88408     0.181     52
88409     0.172     55
88410     0.218     56
88411     0.163     54
88412     0.184     50
88413     0.170     53
88414     0.178     52
88415     0.168     53
88416     0.127     55
88417     0.070     52
88418     0.108     54
88419     0.133     52
88420     0.109     58
88421     0.110     57
88422     0.126     57
88423     0.113     65
88424     0.141     63
88425     0.191     64
88426     0.155     64
88427     0.143     71
88428     0.144     65
88429     0.105     65
88430     0.108     65
88431     0.115     63
88432     0.106     68
88433     0.060     62
88434     0.095     57
88435     0.121     55
88436     0.098     61
88437     0.087     61
88438     0.103     58
88439     0.087     59
88440     0.096     59
88441     0.077     60
88442     0.108     61
88443     0.105     62
88444     0.165     65
88445     0.224     61
88446     0.262     61
88447     0.243     57
88448     0.227     57
88449     0.236     53
88450     0.226     60
88451     0.179     61
88452     0.213     58
88453     0.218     56
88454     0.234     49
88455     0.235     49
88456     0.201     47
88457     0.163     50
88458     0.151     49
88459     0.116     49
88460     0.104     53
88461     0.099     52
88462     0.084     50
88463     0.068     48
88464     0.075     51
88465     0.121     52
88466     0.100     51
88467     0.090     53
88468     0.105     48
88469     0.112     53
88470     0.149     49
88471     0.170     51
88472     0.193     51
88473     0.198     54
88474     0.215     57
88475     0.180     54
88476     0.158     54
88477     0.172     52
88478     0.191     51
88479     0.180     50
88480     0.138     47
88481     0.118     48
88482     0.141     48
88483     0.218     46
88484     0.209     43
88485     0.238     42
88486     0.235     40
88487     0.262     40
88488     0.127     44
88489     0.152     48
88490     0.221     47
88491     0.147     44
88492     0.173     50
88493     0.179     50
88494     0.150     46
88495     0.165     50
88496     0.121     51
88497     0.147     45
88498     0.142     44
88499     0.144     51
88500     0.257     48
88501     0.213     47
88502     0.207     42
88503     0.208     41
88504     0.281     39
88505     0.257     41
88506     0.222     40
88507     0.207     42
88508     0.227     43
88509     0.214     47
88510     0.220     48
88511     0.245     46
88512     0.234     50
88513     0.226     50
88514     0.246     48
88515     0.219     43
88516     0.169     48
88517     0.183     50
88518     0.172     54
88519     0.163     51
88520     0.126     59
88521     0.107     56
88522     0.110     56
88523     0.123     55
88524     0.115     47
88525     0.073     50
88526     0.119     49
88527     0.116     46
88528     0.108     49
88529     0.174     53
88530     0.251     44
88531     0.300     44
88532     0.280     40
88533     0.318     40
88534     0.307     39
88535     0.348     41
88536     0.324     42
88537     0.305     44
88538     0.288     44
88539     0.241     37
88540     0.215     34
88541     0.237     34
88542     0.192     33
88543     0.178     34
88544     0.108     38
88545     0.170     39
88546     0.170     42
88547     0.203     41
88548     0.174     39
88549     0.161     39
88550     0.192     40
88551     0.185     37
88552     0.209     34
88553     0.253     31
88554     0.267     24
88555     0.201     29
88556     0.276     24
88557     0.176     36
88558     0.276     36
88559     0.224     40
88560     0.254     40
88561     0.201     48
88562     0.191     49
88563     0.184     52
88564     0.147     52
88565     0.112     53
88566     0.128     55
88567     0.113     58
88568     0.108     61
88569     0.078     55
88570     0.080     61
88571     0.072     57
88572     0.090     59
88573     0.062     55
88574     0.102     56
88575     0.090     58
88576     0.114     56
88577     0.122     58
88578     0.110     54
88579     0.115     53
88580     0.088     50
88581     0.111     49
88582     0.118     53
88583     0.179     48
88584     0.149     54
88585     0.164     58
88586     0.171     57
88587     0.171     60
88588     0.166     59
88589     0.130     59
88590     0.177     51
88591     0.215     56
88592     0.152     53
88593     0.114     59
88594     0.097     53
88595     0.168     51
88596     0.148     51
88597     0.158     55
88598     0.153     57
88599     0.165     51
88600     0.170     48
88601     0.168     41
88602     0.130     48
88603     0.154     49
88604     0.110     49
88605     0.103     48
88606     0.118     50
88607     0.109     48
88608     0.104     48
88609     0.142     57
88610     0.139     56
88611     0.241     51
88612     0.227     56
88613     0.183     55
88614     0.171     52
88615     0.143     54
88616     0.211     50
88617     0.203     57
88618     0.164     57
88619     0.182     56
88620     0.126     57
88621     0.097     63
88622     0.093     59
88623     0.098     61
88624     0.126     66
88625     0.144     62
88626     0.149     61
88627     0.131     62
88628     0.110     59
88629     0.099     63
88630     0.126     56
88631     0.152     55
88632     0.115     56
88633     0.123     52
88634     0.102     56
88635     0.062     53
88636     0.053     57
88637     0.087     63
88638     0.107     60
88639     0.163     54
88640     0.157     53
88641     0.120     55
88642     0.065     61
88643     0.077     59
88644     0.052     61
88645     0.065     61
88646     0.068     66
88647     0.081     68
88648     0.070     64
88649     0.068     63
88650     0.112     63
88651     0.119     60
88652     0.115     57
88653     0.112     61
88654     0.091     55
88655     0.134     58
88656     0.152     55
88657     0.109     59
88658     0.120     53
88659     0.102     58
88660     0.091     56
88661     0.095     55
88662     0.080     57
88663     0.115     51
88664     0.082     54
88665     0.062     54
88666     0.096     52
88667     0.121     53
88668     0.099     50
88669     0.136     51
88670     0.147     53
88671     0.194     58
88672     0.175     58
88673     0.172     55
88674     0.180     54
88675     0.187     60
88676     0.197     60
88677     0.200     58
88678     0.218     58
88679     0.238     60
88680     0.214     61
88681     0.186     64
88682     0.220     61
88683     0.157     64
88684     0.209     60
88685     0.188     62
88686     0.181     62
88687     0.159     64
88688     0.161     58
88689     0.194     56
88690     0.142     55
88691     0.135     55
88692     0.188     52
88693     0.150     47
88694     0.133     47
88695     0.126     48
88696     0.126     46
88697     0.166     43
88698     0.177     42
88699     0.122     48
88700     0.151     50
88701     0.108     50
88702     0.144     50
88703     0.163     50
88704     0.147     53
88705     0.146     53
88706     0.172     48
88707     0.110     50
88708     0.099     47
88709     0.101     51
88710     0.082     50
88711     0.091     57
88712     0.101     53
88713     0.134     49
88714     0.167     47
88715     0.181     45
88716     0.230     45
88717     0.204     41
88718     0.128     40
88719     0.106     46
88720     0.067     42
88721     0.074     41
88722     0.097     40
88723     0.087     44
88724     0.081     36
88725     0.077     35
88726     0.088     35
88727     0.161     35
88728     0.248     40
88729     0.209     33
88730     0.234     30
88731     0.206     28
88732     0.248     29
88733     0.231     31
88734     0.215     36
88735     0.126     36
88736     0.074     34
88737     0.173     31
88738     0.203     36
88739     0.176     39
88740     0.167     43
88741     0.176     48
88742     0.193     58
88743     0.141     48
88744     0.175     50
88745     0.126     59
88746     0.175     61
88747     0.143     62
88748     0.145     63
88749     0.145     56
88750     0.186     54
88751     0.179     52
88752     0.214     53
88753     0.162     54
88754     0.221     50
88755     0.219     50
88756     0.220     52
88757     0.228     53
88758     0.240     52
88759     0.171     59
88760     0.190     59
88761     0.146     60
88762     0.171     63
88763     0.190     61
88764     0.164     62
88765     0.152     58
88766     0.151     62
88767     0.145     57
88768     0.107     57
88769     0.147     59
88770     0.113     54
88771     0.131     55
88772     0.097     55
88773     0.095     52
88774     0.091     57
88775     0.100     55
88776     0.115     50
88777     0.172     46
88778     0.145     44
88779     0.081     47
88780     0.101     49
88781     0.137     48
88782     0.135     52
88783     0.088     55
88784     0.136     53
88785     0.092     52
88786     0.074     50
88787     0.093     48
88788     0.089     45
88789     0.130     52
88790     0.110     50
88791     0.087     55
88792     0.087     52
88793     0.126     50
88794     0.137     45
88795     0.137     45
88796     0.114     45
88797     0.125     48
88798     0.128     56
88799     0.146     50
88800     0.102     51
88801     0.122     53
88802     0.200     55
88803     0.137     58
88804     0.139     50
88805     0.096     54
88806     0.117     51
88807     0.129     50
88808     0.097     54
88809     0.119     55
88810     0.092     57
88811     0.165     53
88812     0.164     53
88813     0.172     52
88814     0.220     55
88815     0.211     55
88816     0.261     50
88817     0.208     51
88818     0.196     48
88819     0.114     49
88820     0.119     49
88821     0.119     48
88822     0.127     48
88823     0.084     45
88824     0.136     41
88825     0.169     44
88826     0.197     53
88827     0.212     54
88828     0.221     57
88829     0.274     61
88830     0.301     62
88831     0.338     62
88832     0.362     57
88833     0.310     54
88834     0.303     58
88835     0.252     57
88836     0.241     60
88837     0.228     64
88838     0.210     60
88839     0.229     58
88840     0.199     59
88841     0.239     52
88842     0.239     57
88843     0.234     62
88844     0.197     58
88845     0.174     49
88846     0.146     50
88847     0.165     51
88848     0.239     48
88849     0.183     45
88850     0.219     48
88851     0.193     51
88852     0.164     53
88853     0.177     47
88854     0.211     47
88855     0.236     50
88856     0.224     49
88857     0.204     52
88858     0.167     54
88859     0.141     53
88860     0.167     54
88861     0.180     56
88862     0.151     58
88863     0.149     59
88864     0.181     58
88865     0.168     63
88866     0.171     62
88867     0.168     58
88868     0.152     50
88869     0.111     56
88870     0.131     56
88871     0.142     56
88872     0.150     56
88873     0.142     56
88874     0.130     56
88875     0.179     51
88876     0.184     53
88877     0.121     48
88878     0.110     51
88879     0.100     54
88880     0.124     53
88881     0.111     54
88882     0.133     53
88883     0.087     55
88884     0.084     53
88885     0.080     56
88886     0.083     60
88887     0.076     58
88888     0.093     63
88889     0.094     67
88890     0.096     67
88891     0.120     63
88892     0.102     60
88893     0.137     58
88894     0.160     59
88895     0.193     60
88896     0.138     59
88897     0.109     60
88898     0.123     57
88899     0.142     62
88900     0.140     60
88901     0.150     61
88902     0.168     60
88903     0.213     53
88904     0.181     56
88905     0.195     55
88906     0.130     57
88907     0.116     60
88908     0.109     52
88909     0.163     56
88910     0.193     59
88911     0.204     56
88912     0.279     58
88913     0.279     56
88914     0.239     57
88915     0.222     56
88916     0.213     52
88917     0.181     56
88918     0.178     52
88919     0.171     54
88920     0.202     53
88921     0.189     58
88922     0.190     58
88923     0.217     57
88924     0.227     57
88925     0.158     56
88926     0.158     59
88927     0.147     59
88928     0.155     64
88929     0.120     65
88930     0.133     65
88931     0.145     66
88932     0.160     65
88933     0.095     62
88934     0.112     65
88935     0.113     61
88936     0.140     65
88937     0.149     67
88938     0.151     60
88939     0.151     60
88940     0.145     59
88941     0.120     59
88942     0.091     60
88943     0.039     55
88944     0.037     53
88945     0.046     60
88946     0.061     57
88947     0.058     59
88948     0.060     57
88949     0.073     50
88950     0.065     53
88951     0.093     50
88952     0.110     51
88953     0.088     50
88954     0.119     49
88955     0.111     55
88956     0.138     52
88957     0.121     52
88958     0.132     49
88959     0.142     52
88960     0.165     55
88961     0.123     54
88962     0.167     52
88963     0.127     56
88964     0.140     56
88965     0.187     51
88966     0.184     49
88967     0.211     51
88968     0.181     54
88969     0.202     54
88970     0.141     55
88971     0.167     54
88972     0.132     59
88973     0.161     59
88974     0.205     55
88975     0.233     57
88976     0.201     59
88977     0.148     57
88978     0.173     61
88979     0.157     59
88980     0.160     54
88981     0.188     50
88982     0.161     56
88983     0.187     56
88984     0.137     60
88985     0.126     58
88986     0.133     61
88987     0.194     53
88988     0.172     63
88989     0.170     64
88990     0.180     62
88991     0.207     62
88992     0.260     64
88993     0.227     67
88994     0.222     68
88995     0.226     67
88996     0.196     69
88997     0.172     64
88998     0.141     64
88999     0.176     63
89000     0.128     50
89001     0.136     52
89002     0.098     48
89003     0.114     50
89004     0.186     49
89005     0.197     50
89006     0.154     48
89007     0.170     53
89008     0.140     50
89009     0.080     50
89010     0.088     50
89011     0.207     52
89012     0.219     53
89013     0.144     55
89014     0.108     50
89015     0.128     57
89016     0.144     55
89017     0.114     53
89018     0.078     47
89019     0.170     53
89020     0.157     45
89021     0.101     41
89022     0.079     39
89023     0.109     44
89024     0.080     51
89025     0.110     50
89026     0.122     51
89027     0.084     58
89028     0.134     61
89029     0.112     62
89030     0.092     58
89031     0.068     50
89032     0.119     53
89033     0.189     57
89034     0.134     55
89035     0.136     55
89036     0.179     56
89037     0.139     56
89038     0.126     56
89039     0.137     53
89040     0.182     56
89041     0.172     60
89042     0.219     58
89043     0.201     55
89044     0.250     57
89045     0.196     56
89046     0.136     61
89047     0.085     59
89048     0.105     61
89049     0.083     53
89050     0.094     57
89051     0.124     60
89052     0.098     61
89053     0.147     57
89054     0.097     56
89055     0.108     54
89056     0.109     52
89057     0.125     59
89058     0.104     55
89059     0.094     55
89060     0.065     57
89061     0.062     54
89062     0.099     51
89063     0.060     57
89064     0.057     56
89065     0.060     61
89066     0.074     58
89067     0.095     58
89068     0.132     61
89069     0.110     62
89070     0.118     59
89071     0.064     57
89072     0.090     58
89073     0.045     59
89074     0.098     62
89075     0.089     65
89076     0.085     64
89077     0.114     61
89078     0.184     59
89079     0.180     61
89080     0.182     62
89081     0.167     63
89082     0.173     56
89083     0.207     51
89084     0.215     50
89085     0.214     49
89086     0.157     52
89087     0.199     54
89088     0.221     52
89089     0.176     49
89090     0.173     51
89091     0.161     49
89092     0.168     46
89093     0.187     47
89094     0.216     47
89095     0.216     48
89096     0.238     50
89097     0.237     49
89098     0.220     52
89099     0.238     47
89100     0.255     49
89101     0.251     51
89102     0.226     51
89103     0.201     50
89104     0.164     52
89105     0.187     54
89106     0.173     54
89107     0.180     52
89108     0.159     52
89109     0.173     46
89110     0.182     50
89111     0.190     50
89112     0.159     47
89113     0.128     51
89114     0.095     48
89115     0.141     51
89116     0.115     52
89117     0.132     52
89118     0.126     53
89119     0.151     51
89120     0.143     49
89121     0.160     56
89122     0.138     55
89123     0.144     57
89124     0.153     56
89125     0.174     52
89126     0.202     54
89127     0.232     54
89128     0.281     50
89129     0.218     49
89130     0.244     56
89131     0.185     55
89132     0.237     59
89133     0.252     55
89134     0.186     57
89135     0.149     58
89136     0.139     59
89137     0.127     59
89138     0.094     60
89139     0.088     64
89140     0.096     63
89141     0.104     63
89142     0.166     61
89143     0.168     61
89144     0.140     68
89145     0.144     64
89146     0.125     59
89147     0.140     60
89148     0.138     61
89149     0.089     64
89150     0.097     65
89151     0.127     59
89152     0.183     64
89153     0.174     61
89154     0.157     58
89155     0.141     54
89156     0.180     56
89157     0.188     58
89158     0.250     62
89159     0.186     53
89160     0.229     56
89161     0.238     57
89162     0.199     57
89163     0.229     59
89164     0.249     57
89165     0.220     59
89166     0.207     60
89167     0.231     60
89168     0.225     57
89169     0.176     56
89170     0.101     59
89171     0.063     58
89172     0.105     52
89173     0.119     56
89174     0.069     50
89175     0.128     51
